"iteration","method","agents","neighbour","tax_rate","gini_coefficient","dd","ds","pa","tr","cy"
5,"null",100,20,0,0.57,570,522,1096,77,29
10,"null",100,20,0,0.56,558,554,1096,75,31
20,"null",100,20,0,0.64,520,492,983,72,29
1,"null",200,20,0,0.36,1024,992,2060,150,38
5,"null",200,20,0,0.54,1039,1010,1951,138,55
10,"null",200,20,0,0.6,1079,1058,2206,166,62
20,"null",200,20,0,0.64,1063,995,2136,161,44
1,"winlo",10,10,0,0.55,24,19,14,40,2
5,"winlo",10,10,0,0.81,19,0,0,0,36
10,"winlo",10,10,0,0.81,49,7,0,0,0
20,"winlo",10,10,0,0.82,43,0,1,6,0
1,"winlo",20,20,0,0.65,124,201,99,85,29
5,"winlo",20,20,0,0.88,221,22,7,18,59
10,"winlo",20,20,0,0.94,129,0,4,6,45
20,"winlo",20,20,0,0.95,125,0,0,4,60
1,"winlo",50,20,0,0.62,712,662,451,138,1
5,"winlo",50,20,0,0.85,852,184,78,28,0
10,"winlo",50,20,0,0.91,855,131,71,30,0
20,"winlo",50,20,0,0.94,646,63,14,13,0
1,"winlo",100,20,0,0.61,1463,1436,914,252,7
5,"winlo",100,20,0,0.86,2111,475,256,86,0
10,"winlo",100,20,0,0.91,1199,132,67,23,0
20,"winlo",100,20,0,0.93,1019,74,23,8,0
1,"winlo",200,20,0,0.6,2522,2799,1616,412,4
5,"winlo",200,20,0,0.87,3471,734,364,139,0
10,"winlo",200,20,0,0.91,2714,322,122,69,0
20,"winlo",200,20,0,0.93,2146,161,68,28,0
1,"null",10,10,0.05,0.44,8,10,19,14,5
5,"null",10,10,0.05,0.44,5,10,11,5,4
10,"null",10,10,0.05,0.5,17,10,20,14,4
20,"null",10,10,0.05,0.52,6,17,21,5,5
1,"null",20,20,0.05,0.33,102,86,148,117,68
5,"null",20,20,0.05,0.46,79,90,128,40,31
10,"null",20,20,0.05,0.43,85,77,142,70,33
20,"null",20,20,0.05,0.47,73,102,157,79,34
1,"null",50,20,0.05,0.33,230,249,472,34,14
5,"null",50,20,0.05,0.42,295,274,494,43,9
10,"null",50,20,0.05,0.4,227,223,481,38,11
20,"null",50,20,0.05,0.36,220,214,483,38,9
1,"null",100,20,0.05,0.37,496,524,961,74,25
5,"null",100,20,0.05,0.37,501,560,989,67,23
10,"null",100,20,0.05,0.38,489,497,988,76,21
20,"null",100,20,0.05,0.38,439,444,849,63,18
1,"null",200,20,0.05,0.35,1080,1061,2066,149,46
5,"null",200,20,0.05,0.36,1148,1109,2339,158,63
10,"null",200,20,0.05,0.4,1134,1094,2059,181,60
20,"null",200,20,0.05,0.38,1006,1036,2003,140,51
1,"winlo",10,10,0.05,0.45,12,28,6,14,4
5,"winlo",10,10,0.05,0.62,29,7,10,27,9
10,"winlo",10,10,0.05,0.69,29,5,12,19,9
20,"winlo",10,10,0.05,0.74,38,9,5,19,6
1,"winlo",20,20,0.05,0.48,156,145,62,51,1
5,"winlo",20,20,0.05,0.66,186,165,64,96,0
10,"winlo",20,20,0.05,0.71,200,117,101,136,0
20,"winlo",20,20,0.05,0.67,181,101,48,62,12
1,"winlo",50,20,0.05,0.49,608,826,429,146,1
5,"winlo",50,20,0.05,0.68,1134,808,467,198,0
10,"winlo",50,20,0.05,0.69,995,641,432,160,0
20,"winlo",50,20,0.05,0.68,1012,699,362,141,0
1,"winlo",100,20,0.05,0.52,1442,1674,947,279,10
5,"winlo",100,20,0.05,0.65,2084,1618,813,253,0
10,"winlo",100,20,0.05,0.69,2125,1366,760,254,1
20,"winlo",100,20,0.05,0.69,2001,1430,753,247,0
1,"winlo",200,20,0.05,0.52,2613,3099,1837,517,12
5,"winlo",200,20,0.05,0.67,4550,3021,1462,566,2
10,"winlo",200,20,0.05,0.69,4405,3042,1859,644,3
20,"winlo",200,20,0.05,0.71,4409,2893,1652,636,4
1,"null",10,10,0.1,0.35,5,6,14,7,1
5,"null",10,10,0.1,0.36,21,4,16,14,4
10,"null",10,10,0.1,0.17,13,6,19,4,4
20,"null",10,10,0.1,0.32,17,8,32,17,2
1,"null",20,20,0.1,0.24,84,89,145,104,31
5,"null",20,20,0.1,0.2,121,64,128,79,38
10,"null",20,20,0.1,0.27,53,75,96,25,15
20,"null",20,20,0.1,0.38,113,50,131,44,15
1,"null",50,20,0.1,0.25,251,251,466,30,15
5,"null",50,20,0.1,0.21,295,288,578,41,13
10,"null",50,20,0.1,0.17,257,279,544,39,20
20,"null",50,20,0.1,0.2,314,276,523,58,16
1,"null",100,20,0.1,0.21,525,527,1018,62,34
5,"null",100,20,0.1,0.21,516,516,921,68,20
10,"null",100,20,0.1,0.23,491,514,974,70,28
20,"null",100,20,0.1,0.21,547,545,1093,72,22
1,"null",200,20,0.1,0.17,917,953,1862,139,37
5,"null",200,20,0.1,0.19,1056,1016,2077,155,49
10,"null",200,20,0.1,0.17,1049,1044,1978,143,42
20,"null",200,20,0.1,0.19,1018,1047,2027,134,48
1,"winlo",10,10,0.1,0.46,14,24,14,15,0
5,"winlo",10,10,0.1,0.38,25,0,16,29,8
10,"winlo",10,10,0.1,0.44,20,19,6,20,11
20,"winlo",10,10,0.1,0.41,20,20,6,17,2
1,"winlo",20,20,0.1,0.3,88,100,89,67,11
5,"winlo",20,20,0.1,0.49,162,167,88,130,3
10,"winlo",20,20,0.1,0.45,130,155,80,78,0
20,"winlo",20,20,0.1,0.43,138,126,72,95,11
1,"winlo",50,20,0.1,0.35,343,462,465,82,4
5,"winlo",50,20,0.1,0.49,848,947,499,173,0
10,"winlo",50,20,0.1,0.53,879,946,556,214,2
20,"winlo",50,20,0.1,0.46,853,933,622,236,2
1,"winlo",100,20,0.1,0.36,886,1367,948,181,12
5,"winlo",100,20,0.1,0.52,1720,1717,1141,341,4
10,"winlo",100,20,0.1,0.46,1543,1762,968,270,2
20,"winlo",100,20,0.1,0.53,1820,1787,1133,351,1
1,"winlo",200,20,0.1,0.37,1928,2700,2091,398,13
5,"winlo",200,20,0.1,0.51,3334,3447,2355,658,8
10,"winlo",200,20,0.1,0.51,3258,3551,2097,645,12
20,"winlo",200,20,0.1,0.5,3205,3710,1947,651,7
1,"null",10,10,0.3,0.38,28,5,15,23,7
5,"null",10,10,0.3,0.37,10,11,10,14,11
10,"null",10,10,0.3,0.33,9,16,14,15,8
20,"null",10,10,0.3,0.32,14,13,16,9,3
1,"null",20,20,0.3,0.3,53,128,181,69,44
5,"null",20,20,0.3,0.37,101,65,143,69,19
10,"null",20,20,0.3,0.29,86,100,133,74,35
20,"null",20,20,0.3,0.21,107,98,126,93,60
1,"null",50,20,0.3,0.24,256,248,551,53,14
5,"null",50,20,0.3,0.21,249,240,485,29,12
10,"null",50,20,0.3,0.26,230,228,474,30,7
20,"null",50,20,0.3,0.22,303,322,617,64,24
1,"null",100,20,0.3,0.32,480,475,974,73,15
5,"null",100,20,0.3,0.21,524,509,1076,73,25
10,"null",100,20,0.3,0.23,434,462,982,78,13
20,"null",100,20,0.3,0.26,501,532,1015,78,19
1,"null",200,20,0.3,0.24,1048,1142,2167,152,36
5,"null",200,20,0.3,0.24,1026,1011,2019,138,40
10,"null",200,20,0.3,0.26,1144,1115,2274,157,51
20,"null",200,20,0.3,0.21,1065,1156,2310,175,54
1,"winlo",10,10,0.3,0.43,22,9,13,16,5
5,"winlo",10,10,0.3,0.47,24,6,24,31,1
10,"winlo",10,10,0.3,0.3,17,12,17,22,4
20,"winlo",10,10,0.3,0.31,11,12,12,3,2
1,"winlo",20,20,0.3,0.41,108,116,101,62,41
5,"winlo",20,20,0.3,0.42,112,115,131,122,49
10,"winlo",20,20,0.3,0.32,92,80,66,50,16
20,"winlo",20,20,0.3,0.35,102,81,132,64,11
1,"winlo",50,20,0.3,0.32,539,549,591,122,5
5,"winlo",50,20,0.3,0.25,457,453,504,85,11
10,"winlo",50,20,0.3,0.27,345,410,404,60,8
20,"winlo",50,20,0.3,0.28,358,373,501,60,5
1,"winlo",100,20,0.3,0.31,845,840,936,132,18
5,"winlo",100,20,0.3,0.25,826,810,1124,150,26
10,"winlo",100,20,0.3,0.27,752,779,858,117,9
20,"winlo",100,20,0.3,0.27,778,862,989,117,13
1,"winlo",200,20,0.3,0.26,1400,1568,1878,256,32
5,"winlo",200,20,0.3,0.28,1620,1913,2030,276,25
10,"winlo",200,20,0.3,0.27,1611,1765,2008,258,22
20,"winlo",200,20,0.3,0.28,1807,2120,2133,333,25
1,"null",10,10,0,0.4,19,10,16,20,9
5,"null",10,10,0,0.46,7,8,17,4,4
10,"null",10,10,0,0.6,11,10,22,26,9
20,"null",10,10,0,0.52,14,9,11,10,8
1,"null",20,20,0,0.31,55,81,134,38,24
5,"null",20,20,0,0.62,50,120,120,75,49
10,"null",20,20,0,0.55,86,35,123,34,11
20,"null",20,20,0,0.52,80,42,132,23,10
1,"null",50,20,0,0.39,242,257,496,46,12
5,"null",50,20,0,0.57,256,237,559,47,16
10,"null",50,20,0,0.64,298,275,572,44,13
20,"null",50,20,0,0.56,238,242,457,48,11
1,"null",100,20,0,0.36,569,575,1206,99,34
5,"null",100,20,0,0.56,604,557,1102,72,36
10,"null",100,20,0,0.58,521,513,1058,89,30
20,"null",100,20,0,0.66,546,524,1021,80,15
1,"null",200,20,0,0.35,1078,1112,2217,158,59
5,"null",200,20,0,0.57,982,1041,2049,119,47
10,"null",200,20,0,0.59,1037,1061,2109,145,56
20,"null",200,20,0,0.61,864,874,1764,133,29
1,"winlo",10,10,0,0.65,23,13,4,21,2
5,"winlo",10,10,0,0.83,49,7,0,0,0
10,"winlo",10,10,0,0.9,36,0,0,0,0
20,"winlo",10,10,0,0.9,28,0,0,0,0
1,"winlo",20,20,0,0.64,173,96,128,180,36
5,"winlo",20,20,0,0.86,242,23,14,14,23
10,"winlo",20,20,0,0.92,200,34,4,4,0
20,"winlo",20,20,0,0.95,162,0,3,9,0
1,"winlo",50,20,0,0.58,633,754,428,135,5
5,"winlo",50,20,0,0.88,869,152,106,44,0
10,"winlo",50,20,0,0.92,723,77,23,18,0
20,"winlo",50,20,0,0.94,468,26,5,8,0
1,"winlo",100,20,0,0.58,1341,1530,917,221,4
5,"winlo",100,20,0,0.87,2007,453,205,96,0
10,"winlo",100,20,0,0.92,1453,187,67,29,0
20,"winlo",100,20,0,0.94,1181,90,36,17,0
1,"winlo",200,20,0,0.59,2594,3023,1850,479,16
5,"winlo",200,20,0,0.87,4046,896,423,195,0
10,"winlo",200,20,0,0.91,2814,326,127,50,0
20,"winlo",200,20,0,0.94,2187,151,82,22,0
